unit_id,date,kri_failed_txn_7d,kri_downtime_hours_30d,kri_queue_len_mean_14d,incidents_count_90d,sum_loss_amt_365d,days_since_last_incident,num_controls,avg_control_effectiveness,pct_controls_tested_12m,open_audit_finding_count,attrition_rate_90d,avg_tenure_months,major_release_last_30d,open_changes_count,incident_narrative,regulatory_alert_score,third_party_incident_count,target_event_30d,target_severity_amt
UNIT_099,4/30/24,3,6.031,13,4,1913.65,399,7,2.999,0.37,0,0.0354,50.4,0,0,,0.415,0,0,0
UNIT_023,3/13/23,4,3.551,4,2,1720.33,377,14,4.832,0.23,2,0.0453,19.42,0,0,Near miss detected during scheduled change. No loss recorded.,0.322,1,0,0
UNIT_004,2/6/23,3,6.553,6,1,3295.87,333,3,2.865,0.42,3,0.0011,59.01,0,0,,0.155,1,0,0
UNIT_089,11/18/23,2,3.147,9,2,2136.29,255,13,5,0.603,1,0,37.82,0,0,,0.073,1,0,0
UNIT_080,12/18/24,3,4.852,5,3,3965.21,44,12,2.209,0.203,2,0.0207,19.96,0,0,,0.074,0,0,0
UNIT_103,1/11/23,4,1.125,8,2,2827.11,289,13,4.087,0.18,0,0.0074,10.92,0,0,,0.232,0,0,0
UNIT_096,7/1/23,1,1.668,6,3,7023.02,141,14,5,0.231,1,0.0301,59.58,0,0,,0.055,0,0,0
UNIT_045,1/24/24,2,2.82,4,1,2431.35,193,21,2.049,0.438,1,0,46.54,0,2,Process failure leading to 7426 loss; root cause: human error; impacted accounts: multiple.,0.097,0,0,0
UNIT_049,10/17/23,4,3.695,5,3,4667.15,186,18,4.272,0.429,1,0.0154,1,0,0,,0.525,0,0,0
UNIT_034,9/10/23,8,2.374,5,2,2351.68,140,22,2.449,0.46,1,0.0166,54.63,0,1,,0.214,0,0,0
UNIT_082,2/11/24,0,4.912,10,0,5635.47,165,7,1.985,0.123,1,0.0009,57.88,0,0,,0.14,0,1,164.93
UNIT_100,7/10/24,6,0.779,0,0,4735.65,195,20,2.885,0.188,1,0.013,44.5,1,1,,0.106,2,0,0
UNIT_096,9/11/24,3,2.948,8,0,929.61,97,18,3.947,0.226,0,0.0162,69.65,0,0,,0.244,1,0,0
UNIT_017,3/11/23,7,7.693,14,1,6336.75,95,6,3.427,0.038,0,0.0194,78.03,0,0,,0.532,0,0,0
UNIT_052,8/4/23,2,0.661,7,2,2209.72,139,25,4.807,0.389,0,0.0158,54.34,0,1,,0.091,0,0,0
UNIT_116,7/2/23,14,8.523,16,2,1309.22,266,10,3.652,0.24,1,0.0556,43.58,0,0,,0.341,0,0,0
UNIT_061,10/5/24,5,1.257,11,0,924.6,321,1,3.354,0.409,1,0.0209,71.16,0,2,,0.279,0,0,0
UNIT_027,11/8/23,4,3.735,11,3,1904.3,224,23,2.906,0.279,1,0.0198,49.85,0,0,,0.575,0,0,0
UNIT_023,3/23/23,4,3.652,4,0,4497.18,279,13,3.89,0.446,1,0.0253,73.73,0,0,,0.149,0,0,0
UNIT_113,3/11/24,2,2.827,6,1,1044.98,10,11,3.189,0.191,1,0.0139,12.16,0,0,,0.529,0,0,0
UNIT_030,11/9/24,3,6.372,16,9,6673.92,22,24,3.662,0.136,2,0.0264,23.9,0,0,Process failure leading to 3623 loss; root cause: human error; impacted accounts: multiple.,0.264,0,0,0
UNIT_046,6/28/23,2,2.472,7,1,21.08,117,19,3.798,0.097,1,0.0341,63.19,0,0,Process failure leading to 17536 loss; root cause: human error; impacted accounts: multiple.,0.551,0,0,0
UNIT_018,6/16/24,2,0,6,0,346.28,247,8,1.899,0.223,0,0.0122,81.39,0,0,,0.029,0,0,0
UNIT_020,4/13/24,3,3.81,4,6,1415.02,260,6,4.048,0.17,0,0.0145,87.34,0,0,,0.285,0,1,2127.88
UNIT_105,2/27/24,1,2.025,6,0,1550.56,356,19,3.15,0.306,2,0.0105,58.88,1,3,,0.126,1,0,0
UNIT_006,2/20/23,9,3.052,0,0,830.62,148,25,3.07,0.331,0,0.011,95.26,0,0,,0.51,0,0,0
UNIT_031,4/6/23,2,4.699,16,4,23383.14,290,9,4.227,0.213,0,0.0063,83.93,0,1,,0.017,0,0,0
UNIT_049,10/18/24,5,0.676,3,0,791.63,113,17,4.279,0.396,0,0.0255,9.59,0,2,Near miss detected during scheduled change. No loss recorded.,0.304,0,0,0
UNIT_107,7/11/23,4,3.027,6,1,881.65,276,1,3.716,0.224,1,0.0284,13.67,1,2,Near miss detected during scheduled change. No loss recorded.,0.068,0,0,0
UNIT_044,2/4/24,1,4.97,6,0,621.9,310,5,2.241,0.469,2,0.0149,49.86,0,0,,0.637,0,0,0
UNIT_114,9/22/23,4,5.641,6,1,1647.71,51,11,4.522,0.117,0,0.0423,86.63,0,0,,0.135,0,0,0
UNIT_073,1/9/24,4,5.145,19,2,8450.77,231,4,4.149,0.141,1,0.0277,15.95,0,1,,0.286,0,0,0
UNIT_069,6/27/24,2,5.455,16,8,4809.42,291,11,3.611,0.313,1,0.0291,52.97,0,0,,0.244,0,0,0
UNIT_052,11/24/23,1,1.767,5,0,720.66,368,21,4.391,0.069,1,0.021,16.8,0,1,,0.275,0,0,0
UNIT_036,5/21/23,7,2.66,11,0,1206.8,281,8,2.895,0.268,0,0.0122,49.19,0,0,,0.293,0,0,0
UNIT_096,4/25/23,0,2.479,7,0,3015.7,162,15,4.263,0.499,0,0.0248,1,0,1,,0.169,1,0,0
UNIT_067,12/1/24,1,3.6,4,3,11732.55,304,17,4.491,0.108,0,0.0123,106.74,0,1,,0.084,0,0,0
UNIT_114,11/28/23,5,3.538,12,0,5526.01,353,14,2.594,0.044,0,0.0132,77.41,0,1,Process failure leading to 6830 loss; root cause: human error; impacted accounts: multiple.,0.053,0,0,0
UNIT_030,2/1/23,3,4.995,15,1,3215.46,320,23,3.001,0.18,1,0.0222,94.99,0,0,,0.562,1,0,0
UNIT_115,8/16/24,3,1.604,7,3,7173.81,333,11,3.993,0.385,0,0.0234,43.69,0,1,,0.003,0,0,0
UNIT_055,9/18/23,4,3.921,4,1,1756.95,347,7,2.748,0.218,0,0.0419,46.26,1,1,,0.067,0,0,0
UNIT_111,11/16/24,7,9.259,5,2,16319.88,320,5,2.257,0.169,0,0.012,60.28,0,0,,0.476,0,0,0
UNIT_011,4/15/24,4,3.988,7,0,4798.46,305,17,2.393,0.32,0,0.0336,50.42,0,0,,0.157,0,0,0
UNIT_023,3/15/23,4,3.335,0,1,4730.79,28,14,4.697,0.191,1,0.042,75.86,0,0,,0.091,0,0,0
UNIT_036,5/28/23,6,1.842,9,2,5141.25,135,12,3.281,0.486,1,0.0523,55.99,0,1,,0.135,0,0,0
UNIT_100,2/4/24,1,2.059,2,1,339.53,338,23,2.188,0.388,0,0.0115,23.03,0,0,Process failure leading to 1396 loss; root cause: human error; impacted accounts: multiple.,0.435,0,0,0
UNIT_022,3/11/23,11,7.066,10,4,9748.21,228,5,4.131,0.56,0,0.0135,25.08,0,1,,0.471,2,0,0
UNIT_096,9/10/23,2,2.975,6,0,112.02,346,22,4.52,0.25,0,0.0261,12.26,0,0,,0.393,0,0,0
UNIT_043,1/3/23,5,5.224,6,2,751.02,248,8,3.681,0.556,0,0.0276,56.49,0,0,,0.194,0,0,0
UNIT_092,3/16/24,2,2.828,11,1,11392,381,15,1.936,0.312,0,0.0397,1,0,1,,0.241,0,0,0
UNIT_120,11/10/24,0,3.753,14,0,2937.11,317,10,5,0.112,0,0.0117,89.75,0,0,,0.204,0,0,0
UNIT_001,8/4/24,3,3.718,2,1,4117.77,373,8,2.39,0.638,0,0.014,59.37,1,1,,0.176,0,0,0
UNIT_023,4/11/23,6,1.986,5,1,2772.13,383,15,3.971,0.543,0,0.0185,71.83,1,0,,0.11,0,0,0
UNIT_002,12/18/24,2,2.912,10,2,13632.55,231,13,2.779,0.294,2,0.0105,17.8,0,1,,0.261,0,0,0
UNIT_032,3/17/23,2,5.651,6,1,448.81,303,11,3.964,0.314,0,0.0159,94.36,0,0,,0.16,0,0,0
UNIT_069,6/12/24,5,4.711,11,0,2729.38,210,8,5,0.45,2,0.0519,1,0,0,,0.221,0,0,0
UNIT_095,4/17/23,2,1.745,0,0,1331.62,220,7,1,0.259,1,0.0382,72.23,0,0,,0.12,1,0,0
UNIT_003,12/29/24,7,3.803,10,2,10834.64,158,8,2.773,0.038,1,0.0102,84.06,0,0,,0.281,0,0,0
UNIT_077,9/16/23,3,3.692,12,1,5130.46,69,13,3.333,0.521,0,0.0379,70.63,0,0,,0.36,0,0,0
UNIT_026,5/23/24,4,3.253,6,0,622.46,93,18,1.434,0.264,1,0.006,31.59,0,0,Near miss detected during scheduled change. No loss recorded.,0.29,0,0,0
UNIT_013,3/18/24,2,5.927,10,1,1119.91,230,18,4.972,0.55,0,0.0385,2.39,0,0,,0.316,0,0,0
UNIT_097,12/8/24,4,0.502,0,2,555.77,263,21,2.67,0.164,0,0.0483,93.23,1,2,,0.072,0,0,0
UNIT_099,7/30/23,4,5.641,8,3,1964.12,214,10,2.275,0.506,0,0.0181,55.63,0,0,Process failure leading to 34904 loss; root cause: human error; impacted accounts: multiple.,0.441,0,0,0
UNIT_077,10/10/23,1,3.693,9,2,1620.92,282,9,2.531,0.099,0,0.0006,69.42,0,1,,0.4,0,0,0
UNIT_025,12/7/23,3,1.768,2,0,1465.4,78,13,4.315,0.216,2,0.0239,80.28,0,0,,0.004,1,0,0
UNIT_088,11/5/23,2,2.253,4,3,5016.17,249,2,4.163,0.173,0,0.0108,50.69,0,0,,0.509,0,0,0
UNIT_101,5/18/24,3,8.058,10,0,1270.07,112,8,3.505,0.293,1,0,67.14,1,3,,0.416,2,0,0
UNIT_078,4/24/23,2,3.758,7,1,10438.76,14,9,2.959,0.365,0,0.0274,78.88,0,0,,0.071,0,0,0
UNIT_080,2/17/24,6,5.055,16,0,324.04,255,18,2.942,0.639,1,0.0127,77.8,1,1,Near miss detected during scheduled change. No loss recorded.,0.106,0,1,1746.68
UNIT_013,5/14/23,2,3.239,8,1,551.71,310,15,5,0.12,0,0.0384,64.21,0,1,,0.174,0,0,0
UNIT_106,2/17/23,5,8.321,26,6,5220.05,338,22,3.857,0.208,0,0.0294,43.36,1,2,,0.511,0,0,0
UNIT_049,8/15/23,1,2.944,10,0,14206.3,52,21,4.421,0.659,0,0.0077,3.55,0,0,,0.181,0,0,0
UNIT_017,2/22/23,4,4.039,11,1,1373.51,195,4,3.864,0.24,0,0.0236,31.33,0,0,,0.239,0,0,0
UNIT_029,11/21/24,3,3.036,5,0,375.65,4,17,1.823,0.453,1,0.0257,43.8,0,0,,0.201,0,0,0
UNIT_005,6/10/24,1,6.009,6,1,3095.33,256,1,4.003,0.206,2,0.0103,1,0,0,,0.38,0,0,0
UNIT_021,8/7/23,1,6.904,13,3,7722.12,33,11,4.085,0.134,1,0.0263,44.99,0,1,,0.359,0,0,0
UNIT_050,5/16/23,7,6.152,14,0,654.86,8,8,3.372,0.289,1,0.0365,42.91,0,0,,0.209,0,0,0
UNIT_105,5/27/23,5,3.833,9,3,1458.15,286,22,3.417,0.196,1,0.0185,83.53,0,1,,0.313,1,0,0
UNIT_070,3/8/23,4,7.189,10,1,4533.48,94,17,1.445,0.262,3,0.0424,102.95,0,0,,0.202,0,0,0
UNIT_066,12/7/24,3,4.733,10,2,516.99,331,20,2.292,0.174,1,0.0193,108.47,0,0,,0.1,1,0,0
UNIT_091,11/23/23,7,4.055,12,1,2045.94,119,22,4.896,0.166,0,0.0071,53.93,0,0,Process failure leading to 24346 loss; root cause: human error; impacted accounts: multiple.,0.179,0,0,0
UNIT_008,5/9/24,3,2.178,6,0,983.63,24,6,3.012,0.337,1,0.0364,41.64,0,1,,0.104,0,0,0
UNIT_110,2/1/24,4,0.443,11,0,914.11,157,5,1,0.189,1,0,5.44,0,0,,0.681,0,0,0
UNIT_075,6/2/23,8,5.614,7,3,2855.07,58,7,3.681,0.063,1,0.0278,23.3,0,0,,0.126,0,0,0
UNIT_098,11/16/24,3,3.943,1,0,10777.42,83,1,3.149,0.102,1,0.0368,64.37,1,3,,0.152,0,0,0
UNIT_038,10/6/23,6,2.605,14,1,3591.17,282,1,3.232,0.283,2,0.008,50.35,1,1,,0.046,0,0,0
UNIT_013,10/22/24,3,2.623,2,1,5272.89,297,15,4.792,0.267,0,0.0413,10.75,0,0,,0.149,0,0,0
UNIT_011,7/17/24,2,2.201,3,1,5004.65,331,15,1.937,0.588,0,0.0172,59.81,0,0,,0.226,1,0,0
UNIT_030,9/27/23,8,6.557,13,2,1183.05,174,20,2.478,0.193,0,0.004,103,0,0,,0.14,0,0,0
UNIT_077,9/14/23,3,1.895,0,1,2818.96,236,9,2.266,0.216,2,0.0106,118.28,0,1,,0.056,1,0,0
UNIT_057,7/19/23,3,2.323,10,1,851.82,197,15,2.365,0.054,0,0.0389,15.82,1,0,,0.228,0,0,0
UNIT_078,7/11/24,3,3.234,11,0,2734.87,33,12,3.505,0.337,1,0.0087,83,0,0,Near miss detected during scheduled change. No loss recorded.,0.385,0,0,0
UNIT_057,7/7/24,2,1.481,7,1,6462.42,318,6,2.835,0.28,1,0.0343,100.01,0,0,,0.186,0,0,0
UNIT_001,5/20/24,6,7.376,6,5,588.05,335,4,2.781,0.211,3,0.0123,39.96,0,0,,0.097,0,0,0
UNIT_069,10/6/24,6,6.294,8,2,1274.88,222,9,4.557,0.052,1,0.0319,76.59,1,2,,0.323,0,0,0
UNIT_086,7/28/23,2,4.84,7,1,574.2,249,1,2.862,0.332,0,0.0178,48.76,0,0,,0.142,0,0,0
UNIT_035,11/6/23,2,1.192,10,1,4245.03,2,17,3.622,0.33,0,0.0211,11.82,1,0,,0.174,1,0,0
UNIT_109,12/19/23,1,0.984,6,2,984.38,157,15,3.336,0.197,0,0.015,1,0,0,,0.179,0,0,0
UNIT_006,3/14/24,3,3.603,13,3,119.12,262,22,1.123,0.329,1,0.0055,73.82,0,0,Near miss detected during scheduled change. No loss recorded.,0.539,0,0,0
UNIT_084,8/30/24,9,5.825,18,8,7955.34,264,11,2.854,0.455,1,0.0117,23.95,0,1,,0.385,0,1,42187.58
UNIT_041,2/16/24,3,8.062,7,1,387.42,32,10,3.038,0.193,0,0.0169,37.81,0,1,,0.33,1,0,0
UNIT_045,2/3/23,0,0,6,1,56.88,254,21,2.011,0.296,0,0.0146,21.68,0,0,,0.04,0,0,0
UNIT_023,8/30/24,2,2.685,9,2,1739.46,227,9,3.477,0.051,0,0.0281,62.19,0,0,,0.033,0,0,0
UNIT_019,1/15/23,2,3.68,8,2,12705.93,328,17,3.977,0.655,1,0.0005,55.66,0,0,,0.562,0,0,0
UNIT_075,7/20/24,4,1.981,6,1,2315,146,8,3.178,0.394,2,0.0425,63.16,0,0,,0.473,0,0,0
UNIT_061,12/18/23,5,3.582,11,1,197.66,178,1,2.663,0.064,0,0.0242,24.47,0,2,,0.029,0,0,0
UNIT_005,7/2/23,3,3.421,14,1,187.19,228,6,4.018,0.184,0,0.0112,56.84,0,0,Near miss detected during scheduled change. No loss recorded.,0.34,0,0,0
UNIT_109,10/24/23,2,0.971,1,1,2959.33,228,10,3.758,0.303,0,0.012,1,0,1,,0.121,0,0,0
UNIT_069,2/28/23,5,3.832,15,2,544.52,270,7,3.671,0.163,1,0.0206,27.61,0,1,,0.215,0,0,0
UNIT_120,12/22/24,3,5.399,12,2,5615.92,132,11,4.067,0.463,0,0.0344,42.3,0,0,,0.118,0,0,0
UNIT_018,9/5/24,4,3.198,10,3,8325.09,69,9,1.79,0.16,2,0.0121,37.37,0,0,,0.228,0,0,0
UNIT_029,12/23/23,3,1.382,7,1,766.33,135,16,1.978,0.563,2,0.0235,20.44,0,0,,0.076,0,0,0
UNIT_058,7/18/23,3,1.667,1,1,6916.84,256,14,2.379,0.41,0,0.024,42.18,0,0,,0.036,0,0,0
UNIT_025,3/26/23,4,2.446,3,1,3052.72,97,20,3.263,0.099,0,0.0273,1,0,0,,0.018,0,0,0
UNIT_035,6/5/24,5,3.535,8,1,1226.77,73,20,2.855,0.363,0,0.0327,84.95,0,1,Process failure leading to 728 loss; root cause: human error; impacted accounts: multiple.,0.159,1,0,0
UNIT_102,11/16/24,3,3.829,10,1,1576.18,364,12,2.104,0.356,1,0.0333,71.6,0,0,,0.197,0,0,0
UNIT_011,4/28/24,1,1.339,8,1,1550.94,399,10,3.054,0.273,1,0.0268,65.07,0,0,,0.317,0,0,0
UNIT_098,3/31/23,4,2.446,6,1,452.2,315,7,1.974,0.505,1,0.039,51.93,0,0,,0.036,0,0,0
UNIT_106,1/6/23,6,8.072,13,5,34858.3,386,27,4.014,0.671,1,0.0164,47.06,0,0,,0.365,0,0,0
UNIT_084,4/1/23,7,6.972,21,1,225.88,244,8,2.408,0.2,1,0.0204,28.58,1,0,,0.332,0,0,0
UNIT_094,5/4/23,2,1.689,5,2,2404.37,83,7,1.93,0.318,1,0.0153,13.15,0,0,,0.313,0,0,0
UNIT_065,11/18/23,9,4.826,13,6,1423.12,195,1,4.061,0.387,0,0.045,1,0,1,,0.484,0,0,0
UNIT_095,8/18/24,5,3.435,15,1,4816.55,361,4,2.499,0.669,1,0.0066,54.15,0,2,,0.116,0,0,0
UNIT_042,2/12/23,2,4.706,10,2,84.75,312,26,2.957,0.324,3,0.0191,15.99,0,1,,0.403,0,0,0
UNIT_026,5/31/23,4,0,5,1,2714.39,55,14,2.354,0.32,2,0.029,13.79,0,1,Process failure leading to 14548 loss; root cause: human error; impacted accounts: multiple.,0.056,0,0,0
UNIT_024,10/21/24,9,6.336,13,2,5728.05,208,23,3.828,0.436,0,0.0184,72.77,0,0,,0.224,0,0,0
UNIT_077,8/25/24,5,3.688,15,1,1337.9,304,10,2.681,0.213,0,0.0067,28.56,0,0,,0.046,0,0,0
UNIT_076,10/29/23,4,8.603,19,5,702.19,52,4,3.065,0.105,2,0.0204,53.86,0,0,,0.638,0,0,0
UNIT_086,7/16/23,5,3.303,11,2,848.23,312,2,2.7,0.266,2,0.0085,67.77,0,0,Near miss detected during scheduled change. No loss recorded.,0.316,0,0,0
UNIT_101,4/29/23,3,6.106,15,2,719.15,339,3,3.979,0.509,1,0.0178,57.05,0,0,,0.164,0,0,0
UNIT_026,12/11/24,1,2.565,5,1,457.99,395,14,1.659,0.068,0,0.0035,6.57,0,0,,0.074,0,0,0
UNIT_106,2/3/24,6,7.973,15,3,16100.84,225,29,3.528,0.142,2,0,10.41,0,1,,0.522,3,0,0
UNIT_116,6/29/23,10,8.3,19,5,3193.02,210,2,2.768,0.129,0,0.0487,38.28,0,0,,0.23,0,0,0
UNIT_083,9/6/23,3,2.965,6,2,2468.73,341,2,3.602,0.453,0,0.0388,86.66,0,0,,0.076,1,0,0
UNIT_057,6/17/24,1,2.274,10,3,2347.65,140,15,2.846,0.205,0,0.0221,56.38,0,0,,0.078,0,0,0
UNIT_038,7/22/23,5,4.244,12,1,5804.77,145,5,3.992,0.391,0,0.0237,50.73,0,0,,0.344,0,1,1851.08
UNIT_030,7/12/23,3,9.328,10,4,2744.26,329,29,3.344,0.489,1,0.0253,43.75,0,0,,0.016,0,0,0
UNIT_071,5/11/23,3,0,0,0,1486.87,215,24,4.116,0.189,0,0.011,15.62,0,1,,0.095,0,0,0
UNIT_017,7/27/23,0,6.022,0,3,10278.74,200,13,3.929,0.246,3,0.0043,47.03,0,0,Process failure leading to 1883 loss; root cause: human error; impacted accounts: multiple.,0.061,0,0,0
UNIT_013,5/4/23,4,1.737,6,2,393.32,297,14,4.248,0.76,0,0.0537,83.88,0,0,,0.414,0,0,0
UNIT_005,11/22/24,5,4.071,0,0,1569.35,279,5,3.443,0.271,0,0.0159,29.68,0,2,,0.225,0,0,0
UNIT_044,12/5/24,4,3.569,12,0,632.35,53,9,3.12,0.378,3,0.012,26.17,0,0,,0.066,0,0,0
UNIT_105,2/16/23,4,4.161,12,1,3063.35,335,19,3.189,0.245,0,0.0232,14.43,0,0,,0.061,0,0,0
UNIT_062,2/15/24,9,5.156,6,1,1783.31,263,20,3.499,0.493,0,0.0276,24.04,1,0,,0.139,0,0,0
UNIT_031,4/13/23,6,3.705,9,3,7198.52,388,8,3.364,0.429,2,0,35.31,0,2,,0.148,0,0,0
UNIT_068,1/2/24,2,3.755,8,3,1095.53,360,13,2.839,0.292,1,0.0081,1,0,0,,0.272,0,0,0
UNIT_120,8/7/23,2,3.889,6,3,4069.96,39,8,5,0.108,0,0,20.92,0,1,,0.146,0,0,0
UNIT_118,5/22/24,7,7.88,11,1,3287.65,185,26,3.593,0.077,1,0.0421,31.45,0,0,,0.342,0,1,8231.04
UNIT_042,4/20/24,3,3.374,13,1,561.94,65,25,3.824,0.189,0,0.0425,71.64,0,1,,0.254,0,0,0
UNIT_057,2/1/23,0,5.058,8,1,6458.01,56,11,2.375,0.425,0,0.0444,49.15,0,0,,0.256,0,0,0
UNIT_029,3/28/24,3,4.565,1,1,1377.04,251,18,2.613,0.007,1,0.0247,70.17,0,0,,0.08,0,0,0
UNIT_023,12/15/24,4,2.145,13,1,130.87,90,16,3.876,0.09,0,0.0214,41.05,0,1,Process failure leading to 4988 loss; root cause: human error; impacted accounts: multiple.,0.012,0,0,0
UNIT_060,11/29/24,4,2.431,9,2,385.99,373,19,2.982,0.113,1,0.0103,52.43,0,0,,0.411,0,0,0
UNIT_028,7/29/23,6,6.608,19,6,821.81,42,20,3.866,0.21,1,0.0295,62.14,0,0,,0.183,0,0,0
UNIT_044,12/29/24,2,4.766,7,3,4423.35,187,6,2.124,0.108,0,0.0318,59.52,0,1,,0.209,0,0,0
UNIT_033,1/8/23,3,6.424,16,0,1107.5,322,8,3.477,0.308,0,0.0379,24.28,0,0,,0.605,0,0,0
UNIT_013,10/19/23,2,0,3,0,2012.61,216,19,4.577,0.255,0,0.0346,1,0,0,,0.336,0,0,0
UNIT_031,11/20/24,2,3.992,5,1,12554.41,333,6,3.548,0.47,2,0.0038,104.19,0,0,,0.209,0,0,0
UNIT_036,6/13/23,6,1.743,6,2,0.76,386,10,3.885,0.392,0,0.0247,73.23,0,0,,0.259,1,0,0
UNIT_111,8/20/23,2,4.75,12,2,5187.99,363,12,3.18,0.45,2,0.0223,41.44,0,0,,0.478,0,0,0
UNIT_014,11/5/24,1,1.529,4,2,1771.8,204,14,2.73,0.318,0,0.0114,67.04,0,0,,0.102,0,0,0
UNIT_026,12/7/24,2,2.352,17,2,581.95,161,15,1,0.379,1,0.0224,30.22,0,0,,0.207,1,0,0
UNIT_111,12/5/23,7,7.581,13,1,3524.54,142,13,2.418,0.101,0,0.0046,81.99,0,3,,0.212,0,0,0
UNIT_098,3/20/23,5,4.881,3,2,17972.22,331,7,1.522,0.255,0,0.039,8.49,0,1,,0.634,1,1,5910.38
UNIT_098,2/2/24,5,3.354,4,1,8373.5,195,3,1.503,0.706,1,0.0282,2.85,0,0,,0.322,0,0,0
UNIT_105,12/25/24,5,2.77,8,0,4792.52,36,23,3.487,0.345,0,0.0214,89.89,0,0,,0.378,0,0,0
UNIT_103,2/13/23,6,3.092,8,7,6942.56,241,14,3.669,0.195,1,0.0022,84.27,0,1,,0.078,0,0,0
UNIT_021,6/7/23,4,7.955,16,4,12550.5,176,11,3.409,0.164,0,0.0162,1,0,0,,0.365,1,0,0
UNIT_039,8/14/23,1,2.297,9,0,1146.01,18,8,2.893,0.324,0,0.0359,33,0,0,,0.437,0,0,0
UNIT_072,8/19/24,4,5.296,4,0,960.26,251,2,1.632,0.149,2,0.0252,76.9,0,0,,0.012,0,0,0
UNIT_049,11/23/23,5,0.917,7,1,8399.87,381,18,4.259,0.198,2,0.0042,9.32,0,0,,0.298,0,0,0
UNIT_107,10/8/23,5,4.383,9,0,3913.48,208,1,3.406,0.13,1,0.0256,79.99,0,0,,0.082,0,0,0
UNIT_091,3/8/24,6,1.333,10,1,1149.29,374,19,4.957,0.232,2,0.0259,7.9,0,1,,0.162,0,0,0
UNIT_110,10/3/24,4,3.93,7,0,254.92,349,5,2.147,0.32,1,0.0015,2.06,0,0,,0.203,0,0,0
UNIT_007,3/11/23,4,0.434,2,0,1196.32,379,10,3.175,0.338,1,0.0123,89.65,1,1,Process failure leading to 6527 loss; root cause: human error; impacted accounts: multiple.,0.099,0,0,0
UNIT_017,1/20/24,3,4.302,13,1,25541,73,7,2.865,0.266,0,0.017,66.76,0,0,,0.096,0,0,0
UNIT_091,3/28/23,5,7.81,14,1,2223.34,316,21,5,0.318,0,0.0123,37.81,0,0,,0.326,0,0,0
UNIT_027,5/18/23,1,3.742,4,0,5961.68,202,15,4.197,0.438,0,0.0294,40.94,1,0,,0.478,0,0,0
UNIT_072,8/24/23,1,2.155,9,0,26.93,190,8,2.722,0.688,1,0.0355,58.86,0,0,,0.404,0,0,0
UNIT_010,8/23/23,2,4.691,8,4,4194.43,9,21,3.356,0.223,2,0.0228,1,0,1,,0.182,0,0,0
UNIT_040,12/16/23,4,2.16,9,2,2841.77,161,10,2.52,0.206,0,0.0073,6.7,0,0,,0.444,1,0,0
UNIT_007,11/9/24,4,0.206,4,1,1317.81,384,10,3.09,0.359,2,0.0282,17.72,0,0,,0.366,1,0,0
UNIT_116,3/22/24,5,6.806,14,2,8069.74,199,3,3.223,0.235,0,0.0266,76.02,0,1,,0.651,0,0,0
UNIT_034,3/16/23,3,5.008,10,1,2126.32,224,22,2.087,0.215,1,0.0144,47.98,0,0,,0.494,0,0,0
UNIT_036,2/20/24,2,2.652,12,1,1167.02,322,6,3.707,0.533,1,0.0288,42.44,0,1,,0.256,0,0,0
UNIT_014,12/27/24,2,3.22,7,1,1915.35,247,10,2.469,0.343,2,0,6.11,0,1,,0.156,0,1,264.55
UNIT_014,3/10/24,1,3.349,5,2,452.95,238,10,2.302,0.26,0,0.0126,77.58,0,0,,0.11,0,0,0
UNIT_063,4/1/24,1,4.835,2,2,1466.19,70,8,2.233,0.036,0,0.021,23.5,0,0,,0.252,1,0,0
UNIT_020,1/20/24,4,6.495,6,1,11566.38,185,9,4.865,0.272,1,0.0032,19.82,0,0,,0.268,0,0,0
UNIT_047,12/6/24,1,4.682,13,1,216.48,120,7,1.909,0.031,0,0.0084,27.1,0,1,,0.271,0,0,0
UNIT_096,11/21/24,7,3.572,7,2,1594.63,62,19,4.307,0.472,0,0.0219,75.29,0,0,,0.42,1,0,0
UNIT_019,12/25/23,3,4.125,13,2,4672.91,338,21,4.03,0.129,0,0.0227,40.17,0,1,,0.175,0,0,0
UNIT_056,2/8/24,7,2.593,3,1,4757.83,88,15,1.82,0.514,0,0.0243,68.8,0,0,,0.38,0,0,0
UNIT_046,3/31/23,2,4.235,6,2,3202.96,261,18,4.017,0.406,1,0.029,23.85,0,0,,0.112,0,0,0
UNIT_029,4/9/24,3,3.562,7,1,5633.63,186,10,2.776,0.192,1,0.0263,68.91,0,0,,0.043,0,0,0
UNIT_107,10/18/24,3,3.972,4,2,135.59,162,1,2.455,0.367,0,0.0229,31.22,0,1,,0.124,0,0,0
UNIT_033,5/16/24,3,5.528,11,0,13775.34,210,11,3.506,0.305,1,0.0329,27.9,0,1,,0.245,0,0,0
UNIT_053,6/18/23,10,5.729,2,6,187.04,18,8,4.631,0.144,1,0,59.68,0,1,,0.045,0,0,0
UNIT_073,5/18/23,2,4.138,1,1,3945.79,90,7,2.545,0.171,0,0.0336,42.32,0,0,,0.34,0,0,0
UNIT_072,4/1/24,6,1.654,5,1,782,239,6,2.592,0.267,0,0.0305,65.46,0,0,,0.182,0,0,0
UNIT_028,6/5/24,3,4.336,9,2,1241.02,349,20,3.642,0.469,1,0.0214,58.14,0,0,,0.02,0,0,0
UNIT_040,1/27/23,1,3.577,4,0,22.29,141,6,2.94,0.35,3,0.0142,41.08,0,0,,0.391,0,0,0
UNIT_116,3/22/23,12,8.049,13,7,9322.56,109,5,3.86,0.272,1,0.0323,88.86,0,0,,0.46,1,0,0
